职业,领域,索引,名称,等级,消耗,失败率
"武僧","王牌",25,"王牌占卜",30,30,30
"武僧","王牌",26,"王牌学识",35,50,45
"武僧","王牌",27,"治疗怪物",36,55,40
"武僧","王牌",28,"王牌龙",39,80,40
"武僧","王牌",29,"王牌陨石",41,45,70
"武僧","王牌",30,"王牌恶魔",47,100,40
"武僧","王牌",31,"王牌高阶不死生物",48,100,40
"武僧","王牌",32,"王牌上古龙",49,100,40
"武僧","工匠",1,"次级附魔",2,2,30
"武僧","工匠",2,"再生",3,3,35
"武僧","工匠",3,"充饥",5,5,40
"武僧","工匠",4,"抵抗寒冷",7,10,45
"武僧","工匠",5,"抵抗火焰",9,10,45
"武僧","工匠",6,"英雄气概",11,12,50
"武僧","工匠",7,"抵抗闪电",13,10,45
"武僧","工匠",8,"抵抗酸液",14,10,45
"武僧","工匠",9,"识破隐形",17,18,55
"武僧","工匠",10,"移除诅咒",21,21,60
"武僧","工匠",11,"抵抗毒素",23,23,65
"武僧","工匠",12,"狂暴",26,25,80
"武僧","工匠",13,"自我知识",28,26,85
"武僧","工匠",14,"鉴定",32,30,60
"武僧","工匠",15,"治愈",37,28,55
"武僧","工匠",16,"元素烙印",45,90,80
"武僧","工匠",17,"心灵感应",18,18,55
"武僧","工匠",18,"石肤术",20,17,70
"武僧","工匠",19,"抵抗",26,28,85
"武僧","工匠",20,"自我加速",30,23,70
"武僧","工匠",21,"旋风斩",37,40,60
"武僧","工匠",22,"打磨盾牌",40,55,75
"武僧","工匠",23,"武器精通",46,100,95
"武僧","工匠",24,"魔法护甲",49,70,75
"武僧","工匠",25,"移除所有诅咒",20,20,70
"武僧","工匠",26,"纯化",37,60,80
"武僧","工匠",27,"真实知识",41,55,90
"武僧","工匠",28,"附魔",46,100,95
"武僧","工匠",29,"工艺",48,120,80
"武僧","工匠",30,"活体王牌",47,120,90
"武僧","工匠",31,"免疫",50,100,90
"高阶法师","生命",1,"治疗轻伤",1,1,20
"高阶法师","生命",2,"祝福",2,2,25
"高阶法师","生命",3,"再生",3,3,25
"高阶法师","生命",4,"召唤光芒",4,4,25
"高阶法师","生命",5,"探测门与陷阱",5,5,25
"高阶法师","生命",6,"治疗中伤",6,5,30
"高阶法师","生命",7,"解毒",9,9,30
"高阶法师","生命",8,"充饥",12,10,35
"高阶法师","生命",9,"移除诅咒",14,12,35
"高阶法师","生命",10,"禁食",15,14,40
"高阶法师","生命",11,"治疗重伤",15,15,40
"高阶法师","生命",12,"抵抗冷热",17,15,40
"高阶法师","生命",13,"感知周围",19,17,40
"高阶法师","生命",14,"亡灵退散",21,19,40
"高阶法师","生命",15,"治疗",25,25,45
"高阶法师","生命",16,"守护结界",30,50,55
"高阶法师","生命",17,"驱除诅咒",20,20,40
"高阶法师","生命",18,"察觉",24,24,60
"高阶法师","生命",19,"驱散不死生物",30,30,50
"高阶法师","生命",20,"维持属性",31,30,50
"高阶法师","生命",21,"治愈变异",32,30,60
"高阶法师","生命",22,"召回之语",33,40,60
"高阶法师","生命",23,"超越",35,35,60
"高阶法师","生命",24,"真实结界",40,70,70
"高阶法师","生命",25,"绝育",5,9,40
"高阶法师","生命",26,"探测",20,20,40
"高阶法师","生命",27,"湮灭不死生物",30,50,60
"高阶法师","生命",28,"透视",40,80,60
"高阶法师","生命",29,"完全恢复",42,75,60
"高阶法师","生命",30,"真实治疗",45,40,60
"高阶法师","生命",31,"神圣视界",47,90,70
"高阶法师","生命",32,"终极抵抗",49,90,70
"高阶法师","咒术",1,"探测怪物",1,1,15
"高阶法师","咒术",2,"相位门",1,1,15
"高阶法师","咒术",3,"探测门与陷阱",2,2,15
"高阶法师","咒术",4,"区域照明",2,2,20
"高阶法师","咒术",5,"混乱单一怪物",3,3,20
"高阶法师","咒术",6,"传送",4,3,25
"高阶法师","咒术",7,"催眠单一怪物",5,4,20
"高阶法师","咒术",8,"充能",5,5,65
"高阶法师","咒术",9,"魔法探知",7,5,65
"高阶法师","咒术",10,"批量鉴定",7,5,65
"高阶法师","咒术",11,"减速单一怪物",9,5,65
"高阶法师","咒术",12,"群体静滞",9,5,40
"高阶法师","咒术",13,"传送离开",13,8,50
"高阶法师","咒术",14,"自我加速",17,10,50
"高阶法师","咒术",15,"真实探测",24,15,60
"高阶法师","咒术",16,"真实鉴定",28,20,65
"高阶法师","咒术",17,"物品栏保护",2,2,20
"高阶法师","咒术",18,"制造阶梯",8,8,70
"高阶法师","咒术",19,"感知心灵",12,9,50
"高阶法师","咒术",20,"传送到城镇",15,25,60
"高阶法师","咒术",21,"自我知识",15,12,65
"高阶法师","咒术",22,"传送楼层",17,12,50
"高阶法师","咒术",23,"召回之语",20,20,65
"高阶法师","咒术",24,"任意门",36,35,70
"高阶法师","咒术",25,"探知",8,8,30
"高阶法师","咒术",26,"制造门",18,20,75
"高阶法师","咒术",27,"隔空取物",20,20,65
"高阶法师","咒术",28,"透视",25,30,70
"高阶法师","咒术",29,"装置精通",37,55,75
"高阶法师","咒术",30,"炼金术",40,40,80
"高阶法师","咒术",31,"放逐",41,43,50
"高阶法师","咒术",32,"无敌结界",42,65,75
"高阶法师","自然",1,"探测生物",1,1,15
"高阶法师","自然",2,"闪电",2,1,15
"高阶法师","自然",3,"探测门与陷阱",2,2,15
"高阶法师","自然",4,"制造食物",3,2,25
"高阶法师","自然",5,"昼光",3,3,40
"高阶法师","自然",6,"御风而行",4,3,40
"高阶法师","自然",7,"抵抗环境",4,4,40
"高阶法师","自然",8,"治愈伤口与中毒",5,4,25
"高阶法师","自然",9,"化石为泥",5,4,30
"高阶法师","自然",10,"冰霜之矢",5,4,20
"高阶法师","自然",11,"自然感知",5,5,35
"高阶法师","自然",12,"火之矢",5,5,30
"高阶法师","自然",13,"阳光射线",7,5,30
"高阶法师","自然",14,"纠缠",14,10,35
"高阶法师","自然",15,"自然之门",20,20,80
"高阶法师","自然",16,"草药治疗",35,50,80
"高阶法师","自然",17,"建造阶梯",7,7,20
"高阶法师","自然",18,"石肤术",8,8,65
"高阶法师","自然",19,"真实抵抗",12,15,75
"高阶法师","自然",20,"制造森林",17,20,60
"高阶法师","自然",21,"与石交谈",33,35,80
"高阶法师","自然",22,"石墙术",35,40,65
"高阶法师","自然",23,"防腐保护",37,65,80
"高阶法师","自然",24,"召唤阳光",38,30,80
"高阶法师","自然",25,"地震",15,15,50
"高阶法师","自然",26,"火焰风暴",20,20,65
"高阶法师","自然",27,"暴风雪",22,22,65
"高阶法师","自然",28,"闪电风暴",28,25,65
"高阶法师","自然",29,"漩涡",32,28,75
"高阶法师","自然",30,"寒冰之矢",36,32,65
"高阶法师","自然",31,"重力风暴",38,35,70
"高阶法师","自然",32,"自然之怒",39,65,55
"高阶法师","混沌",1,"魔法飞弹",1,1,15
"高阶法师","混沌",2,"陷阱/门破坏",1,1,15
"高阶法师","混沌",3,"闪光",2,1,15
"高阶法师","混沌",4,"混乱之触",4,2,20
"高阶法师","混沌",5,"法力爆发",6,4,40
"高阶法师","混沌",6,"火之矢",10,5,35
"高阶法师","混沌",7,"力场之拳",12,6,35
"高阶法师","混沌",8,"传送自身",14,7,25
"高阶法师","混沌",9,"奇迹",15,9,20
"高阶法师","混沌",10,"混沌之矢",17,10,35
"高阶法师","混沌",11,"音爆",19,11,35
"高阶法师","混沌",12,"毁灭之矢",21,12,40
"高阶法师","混沌",13,"火球",22,13,40
"高阶法师","混沌",14,"传送他人",23,15,50
"高阶法师","混沌",15,"毁灭之语",27,17,70
"高阶法师","混沌",16,"唤起洛格鲁斯",28,35,75
"高阶法师","混沌",17,"变形他人",9,5,35
"高阶法师","混沌",18,"连锁闪电",12,12,70
"高阶法师","混沌",19,"奥术绑定",14,12,70
"高阶法师","混沌",20,"解离",21,21,75
"高阶法师","混沌",21,"改变现实",26,22,75
"高阶法师","混沌",22,"魔法火箭",32,36,70
"高阶法师","混沌",23,"混沌烙印",42,80,70
"高阶法师","混沌",24,"召唤恶魔",44,90,80
"高阶法师","混沌",25,"重力射线",16,16,55
"高阶法师","混沌",26,"陨石雨",32,30,75
"高阶法师","混沌",27,"烈焰打击",34,32,65
"高阶法师","混沌",28,"召唤混沌",35,34,75
"高阶法师","混沌",29,"变形自身",39,40,75
"高阶法师","混沌",30,"法力风暴",40,53,75
"高阶法师","混沌",31,"喷吐洛格鲁斯",43,60,70
"高阶法师","混沌",32,"呼唤虚空",46,90,75
"高阶法师","死亡",1,"探测非生命体",1,1,20
"高阶法师","死亡",2,"恶咒",1,1,20
"高阶法师","死亡",3,"探测邪恶",2,1,20
"高阶法师","死亡",4,"臭气云",2,2,20
"高阶法师","死亡",5,"黑死眠",3,3,20
"高阶法师","死亡",6,"死灵抗性",5,9,55
"高阶法师","死亡",7,"惊骇",7,7,20
"高阶法师","死亡",8,"奴役不死生物",8,8,20
"高阶法师","死亡",9,"熵之法球",10,10,30
"高阶法师","死亡",10,"地狱之矢",11,10,20
"高阶法师","死亡",11,"死云术",14,12,40
"高阶法师","死亡",12,"单体灭绝",22,20,75
"高阶法师","死亡",13,"毒素烙印",26,65,70
"高阶法师","死亡",14,"吸血汲取",30,25,50
"高阶法师","死亡",15,"操纵死尸",32,30,70
"高阶法师","死亡",16,"灭绝",35,30,85
"高阶法师","死亡",17,"狂暴",8,15,70
"高阶法师","死亡",18,"唤起幽魂",8,10,70
"高阶法师","死亡",19,"暗之矢",9,9,20
"高阶法师","死亡",20,"战斗狂热",25,20,65
"高阶法师","死亡",21,"吸血烙印",31,80,60
"高阶法师","死亡",22,"真实吸血",33,30,50
"高阶法师","死亡",23,"地狱冲击波",34,30,60
"高阶法师","死亡",24,"黑暗风暴",36,35,60
"高阶法师","死亡",25,"死亡射线",16,16,65
"高阶法师","死亡",26,"复活死者",22,60,85
"高阶法师","死亡",27,"秘术",26,35,85
"高阶法师","死亡",28,"变形吸血鬼",32,35,75
"高阶法师","死亡",29,"恢复生命",37,40,65
"高阶法师","死亡",30,"群体灭绝",38,66,70
"高阶法师","死亡",31,"地狱风暴",40,53,70
"高阶法师","死亡",32,"幽灵形态",45,75,80
"高阶法师","王牌",1,"相位门",1,1,20
"高阶法师","王牌",2,"王牌蜘蛛",2,2,20
"高阶法师","王牌",3,"洗牌",4,4,32
"高阶法师","王牌",4,"重置召回",5,5,35
"高阶法师","王牌",5,"传送",6,5,15
"高阶法师","王牌",6,"王牌探知",9,10,25
"高阶法师","王牌",7,"传送离开",12,12,25
"高阶法师","王牌",8,"王牌动物",15,16,25
"高阶法师","王牌",9,"王牌触及",16,16,35
"高阶法师","王牌",10,"王牌神风特攻",20,17,30
"高阶法师","王牌",11,"幻影仆从",23,22,25
"高阶法师","王牌",12,"加速怪物",25,26,35
"高阶法师","王牌",13,"传送楼层",28,28,30
"高阶法师","王牌",14,"任意门",32,30,35
"高阶法师","王牌",15,"召回之语",35,30,35
"高阶法师","王牌",16,"驱逐",39,36,30
"高阶法师","王牌",17,"交换位置",17,25,60
"高阶法师","王牌",18,"王牌不死生物",21,21,30
"高阶法师","王牌",19,"王牌爬行动物",23,23,30
"高阶法师","王牌",20,"王牌怪物",28,24,30
"高阶法师","王牌",21,"王牌猎犬",25,25,30
"高阶法师","王牌",22,"王牌烙印",31,65,35
"高阶法师","王牌",23,"活体王牌",36,90,40
"高阶法师","王牌",24,"王牌机械恶魔",42,90,40
"高阶法师","王牌",25,"王牌占卜",25,25,25
"高阶法师","王牌",26,"王牌学识",32,45,40
"高阶法师","王牌",27,"治疗怪物",34,50,35
"高阶法师","王牌",28,"王牌龙",36,75,35
"高阶法师","王牌",29,"王牌陨石",37,40,60
"高阶法师","王牌",30,"王牌恶魔",42,90,35
"高阶法师","王牌",31,"王牌高阶不死生物",44,90,35
"高阶法师","王牌",32,"王牌上古龙",46,90,35
"高阶法师","奥秘",1,"发射法术",1,1,15
"高阶法师","奥秘",2,"巫师之锁",1,1,23
"高阶法师","奥秘",3,"探测隐形",1,1,23
"高阶法师","奥秘",4,"探测怪物",1,1,23
"高阶法师","奥秘",5,"闪烁",2,1,23
"高阶法师","奥秘",6,"区域照明",3,2,33
"高阶法师","奥秘",7,"陷阱与门破坏",4,4,23
"高阶法师","奥秘",8,"治疗轻伤",5,4,33
"高阶法师","奥秘",9,"探测门与陷阱",6,5,30
"高阶法师","奥秘",10,"燃素",7,7,50
"高阶法师","奥秘",11,"探测财宝",8,7,40
"高阶法师","奥秘",12,"探测魔法物品",8,8,40
"高阶法师","奥秘",13,"探测物品",9,8,40
"高阶法师","奥秘",14,"解毒",10,9,40
"高阶法师","奥秘",15,"抵抗寒冷",10,10,40
"高阶法师","奥秘",16,"抵抗火焰",11,10,40
"高阶法师","奥秘",17,"抵抗闪电",12,10,40
"高阶法师","奥秘",18,"抵抗酸液",13,10,40
"高阶法师","奥秘",19,"治疗中伤",14,11,22
"高阶法师","奥秘",20,"传送",15,12,40
"高阶法师","奥秘",21,"鉴定",17,17,50
"高阶法师","奥秘",22,"化石为泥",19,15,50
"高阶法师","奥秘",23,"光之射线",20,16,50
"高阶法师","奥秘",24,"充饥",22,18,60
"高阶法师","奥秘",25,"识破隐形",24,22,50
"高阶法师","奥秘",26,"抵抗毒素",26,26,60
"高阶法师","奥秘",27,"传送楼层",30,30,70
"高阶法师","奥秘",28,"传送离开",35,28,60
"高阶法师","奥秘",29,"充能",40,28,55
"高阶法师","奥秘",30,"探测",41,28,70
"高阶法师","奥秘",31,"召回之语",43,40,60
"高阶法师","奥秘",32,"透视",46,80,70
"高阶法师","工匠",1,"次级附魔",1,1,15
"高阶法师","工匠",2,"再生",1,1,15
"高阶法师","工匠",3,"充饥",3,2,20
"高阶法师","工匠",4,"抵抗寒冷",4,4,30
"高阶法师","工匠",5,"抵抗火焰",5,4,30
"高阶法师","工匠",6,"英雄气概",6,5,40
"高阶法师","工匠",7,"抵抗闪电",7,4,30
"高阶法师","工匠",8,"抵抗酸液",8,4,30
"高阶法师","工匠",9,"识破隐形",10,10,40
"高阶法师","工匠",10,"移除诅咒",13,12,35
"高阶法师","工匠",11,"抵抗毒素",14,13,55
"高阶法师","工匠",12,"狂暴",16,15,50
"高阶法师","工匠",13,"自我知识",20,12,65
"高阶法师","工匠",14,"鉴定",21,19,40
"高阶法师","工匠",15,"治愈",25,25,45
"高阶法师","工匠",16,"元素烙印",35,60,65
"高阶法师","工匠",17,"心灵感应",9,10,35
"高阶法师","工匠",18,"石肤术",11,8,65
"高阶法师","工匠",19,"抵抗",16,15,55
"高阶法师","工匠",20,"自我加速",20,10,50
"高阶法师","工匠",21,"旋风斩",27,25,50
"高阶法师","工匠",22,"打磨盾牌",31,40,70
"高阶法师","工匠",23,"武器精通",38,40,60
"高阶法师","工匠",24,"魔法护甲",42,50,60
"高阶法师","工匠",25,"移除所有诅咒",10,10,50
"高阶法师","工匠",26,"纯化",27,45,70
"高阶法师","工匠",27,"真实知识",29,40,80
"高阶法师","工匠",28,"附魔",32,80,85
"高阶法师","工匠",29,"工艺",37,80,70
"高阶法师","工匠",30,"活体王牌",40,90,50
"高阶法师","工匠",31,"免疫",44,65,70
"高阶法师","工匠",32,"法力烙印",47,60,70
"高阶法师","恶魔",1,"魔法飞弹",1,1,15
"高阶法师","恶魔",2,"探测非生命体",1,1,15
"高阶法师","恶魔",3,"邪恶祝福",2,2,15
"高阶法师","恶魔",4,"抵抗火焰",3,4,20
"高阶法师","恶魔",5,"惊骇",5,4,30
"高阶法师","恶魔",6,"地狱之矢",7,5,40
"高阶法师","恶魔",7,"召唤原魔",9,8,25
"高阶法师","恶魔",8,"地狱之焰",11,11,40
"高阶法师","恶魔",9,"支配恶魔",13,11,35
"高阶法师","恶魔",10,"视界",15,13,35
"高阶法师","恶魔",11,"抵抗地狱",17,15,40
"高阶法师","恶魔",12,"等离子之矢",21,12,40
"高阶法师","恶魔",13,"火球",22,13,40
"高阶法师","恶魔",14,"火焰烙印",26,65,70
"高阶法师","恶魔",15,"地狱球",28,25,55
"高阶法师","恶魔",16,"召唤恶魔",33,65,75
"高阶法师","恶魔",17,"恶魔之眼",9,10,35
"高阶法师","恶魔",18,"恶魔斗篷",12,15,70
"高阶法师","恶魔",19,"熔岩之流",22,19,70
"高阶法师","恶魔",20,"等离子球",31,26,75
"高阶法师","恶魔",21,"变形恶魔",32,35,75
"高阶法师","恶魔",22,"地狱冲击波",33,32,75
"高阶法师","恶魔",23,"魅魔之吻",34,35,75
"高阶法师","恶魔",24,"末日之手",40,70,80
"高阶法师","恶魔",25,"提振士气",8,8,55
"高阶法师","恶魔",26,"不朽之躯",23,20,75
"高阶法师","恶魔",27,"疯狂法阵",33,30,70
"高阶法师","恶魔",28,"引爆宠物",36,44,75
"高阶法师","恶魔",29,"召唤高阶恶魔",38,90,75
"高阶法师","恶魔",30,"地狱之火",42,85,85
"高阶法师","恶魔",31,"送入地狱",43,75,70
"高阶法师","恶魔",32,"变形恶魔领主",46,70,75
"高阶法师","圣战",1,"惩戒",1,1,15
"高阶法师","圣战",2,"探测邪恶",1,1,10
"高阶法师","圣战",3,"移除恐惧",3,2,25
"高阶法师","圣战",4,"恐吓怪物",4,4,30
"高阶法师","圣战",5,"避难所",5,4,34
"高阶法师","圣战",6,"传送门",7,6,30
"高阶法师","圣战",7,"星尘",8,8,45
"高阶法师","圣战",8,"净化",10,8,45
"高阶法师","圣战",9,"驱散邪恶",11,11,45
"高阶法师","圣战",10,"神圣法球",12,11,40
"高阶法师","圣战",11,"驱魔",15,15,35
"高阶法师","圣战",12,"移除诅咒",16,16,55
"高阶法师","圣战",13,"感知隐形",17,16,40
"高阶法师","圣战",14,"防护邪恶",20,18,60
"高阶法师","圣战",15,"制裁之雷",28,30,65
"高阶法师","圣战",16,"圣言",36,32,75
"高阶法师","圣战",17,"开启通路",4,4,23
"高阶法师","圣战",18,"拘捕",13,12,35
"高阶法师","圣战",19,"天使斗篷",15,13,55
"高阶法师","圣战",20,"驱散不死生物与恶魔",17,14,55
"高阶法师","圣战",21,"驱散邪恶",25,20,70
"高阶法师","圣战",22,"神圣之刃",28,65,80
"高阶法师","圣战",23,"星爆",32,38,70
"高阶法师","圣战",24,"召唤天使",38,90,75
"高阶法师","圣战",25,"英雄气概",8,8,50
"高阶法师","圣战",26,"驱除诅咒",25,25,75
"高阶法师","圣战",27,"驱逐邪恶",27,24,60
"高阶法师","圣战",28,"末日审判",28,19,70
"高阶法师","圣战",29,"以眼还眼",34,30,80
"高阶法师","圣战",30,"神之愤怒",39,55,75
"高阶法师","圣战",31,"神圣干预",42,85,85
"高阶法师","圣战",32,"圣战",45,90,75
"高阶法师","毁灭",1,"闪电之矢",1,2,25
"高阶法师","毁灭",2,"冰霜之矢",2,2,25
"高阶法师","毁灭",3,"火之矢",3,3,30
"高阶法师","毁灭",4,"酸液之矢",5,4,35
"高阶法师","毁灭",5,"闪电球",6,5,35
"高阶法师","毁灭",6,"冰霜球",9,6,40
"高阶法师","毁灭",7,"火球",11,8,40
