Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"生化人雷姆斯",937,61,20,160,0,0,武僧,11,-1,0,0,6,4,132,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"白骑士",938,28,10,0,0,0,标准,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"迪尔的何阿穆拉司",939,52,10,0,0,0,标准,4,2,-2,0,1,5,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"次级炎魔",940,49,10,75,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"骸骨龙",941,37,0,55,0,0,龙,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"异界神侍",942,50,20,150,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"星界使徒",943,64,20,160,0,0,标准,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"深水坑",944,23,15,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"火之比科塔尔",945,73,15,160,0,0,恶魔骇魔,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"冰之吉西斯尔",946,67,15,120,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"盗贼穷鬼",947,25,-5,0,0,0,标准,-4,-3,-3,-3,-4,-8,79,="12+5",="16+6",="26+9",3,12,9,="36+12",="14+10"
"盗贼阔佬",948,29,20,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"勇者池田",949,70,20,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"锤子兄弟",950,22,10,0,0,0,爬行动物,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"铁甲虫",951,15,-10,90,0,0,甲虫,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"神风猎犬",952,44,20,50,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"破碎死亡之剑",953,4,10,0,0,0,死亡之剑,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"半兽人火炮",954,14,0,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"瘦弱的马",955,0,0,5,0,0,马,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"马",956,5,0,30,0,0,马,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"难以驯服的马",957,9,0,30,0,0,马,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"红噗哟",958,25,10,20,0,0,果冻5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"蓝噗哟",959,25,10,20,0,0,果冻5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"黄噗哟",960,25,10,20,0,0,果冻5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"绿噗哟",961,25,10,20,0,0,果冻5,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"黏菌",962,12,-5,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"大帝伯特大楼",963,36,10,0,0,0,武僧,6,-3,-4,1,4,2,108,="39+15",="29+10",="33+10",3,31,29,="89+18",="60+18"
"追踪者",964,1,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"宝箱拟似怪伪像魔像",965,21,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"路易吉",966,31,0,0,0,0,标准,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"孩子王胖虎",967,29,0,0,0,0,标准,-2,1,2,-1,-2,4,100,="20+8",="33+13",="34+11",-5,16,30,="34+10",="20+8"
"冰龙布拉姆德",968,60,15,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"水龙艾勃拉",969,60,15,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"黑龙纳斯",970,60,15,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"金龙迈森",971,60,15,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"红龙晨星",972,60,15,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"马莫皇帝贝鲁特",973,48,15,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"黑骑士阿修拉姆",974,40,10,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"那只该死的黑蝙蝠",975,33,20,75,0,0,巨蝙蝠,2,0,-1,4,0,-1,88,="43+15",="35+12",="35+10",4,33,32,="70+21",="63+14"
"暗精灵铁匠伊奥尔",976,40,10,0,0,0,标准,1,4,1,2,-1,4,105,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"背叛贡多林的梅格林",977,56,10,0,0,0,标准,0,4,1,5,-2,4,97,="50+15",="44+12",="48+10",8,40,36,="55+21",="66+14"
"黄金大帝亚尔-法拉宗",978,38,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"大江山鬼王酒吞童子",979,47,15,0,0,0,标准,13,-2,-3,1,9,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"羽蛇",980,29,5,0,0,0,蛇,1,0,-2,4,2,0,99,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"雷鸟",981,32,10,30,0,0,巨鸟,2,-1,-2,3,1,2,80,="45+15",="34+10",="36+10",5,32,34,="64+18",="60+18"
"无头骑士",982,45,10,0,0,0,标准,0,-1,5,1,3,2,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"比婆怪兽",983,14,0,0,0,0,标准,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"鵺",984,20,0,30,0,0,龙,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"独角兽",985,39,10,100,0,0,独角兽,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"猫又",986,17,0,32,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"九尾狐",987,49,10,140,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"凤凰",988,76,20,190,0,0,巨鸟,1,-3,7,0,2,5,103,="25+7",="36+11",="48+12",4,18,19,="58+13",="42+11"
"麒麟",989,76,20,230,0,0,独角兽,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"天马",990,34,5,100,0,0,马,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"奥丁的坐骑斯雷普尼尔",991,51,20,140,0,0,马,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"维林诺的神犬胡安",992,72,20,110,0,0,猎犬,7,-4,-3,3,4,3,135,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"土巨灵",993,40,10,0,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"水巨灵",994,45,10,0,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"狼群酋长",995,22,10,50,0,0,猎犬,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"矮人纳尔",996,17,0,0,0,0,标准,4,-4,3,0,3,2,110,="27+12",="23+7",="38+10",1,23,16,="85+23",="40+18"
"恰克波",997,8,0,35,0,0,鸟,4,-2,-2,2,2,1,92,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"黑恰克波",998,25,5,45,0,0,巨鸟,4,-2,-2,2,2,1,92,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"胖恰克波",999,43,-5,180,0,0,巨鸟,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"善之天龙巴哈姆特",1000,86,20,125,0,0,龙,9,0,1,-1,6,8,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"光圀护卫助三郎",1001,30,5,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"光圀护卫格之进",1002,30,5,0,0,0,标准,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"小鬼Q太郎",1003,15,30,0,0,0,标准,2,-1,-1,5,4,2,105,="40+12",="26+7",="41+10",6,26,17,="60+30",="65+30"
"异界勇者比普",1004,35,0,0,0,0,标准,-2,-1,-1,-1,-2,-3,94,="15+5",="18+6",="28+9",1,12,12,="46+12",="19+10"
"黑暗巫师安萨罗姆",1005,55,10,0,0,0,标准,-4,4,0,0,-2,-2,94,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"高等游侠",1006,40,5,0,0,0,标准,3,3,1,4,2,1,104,="34+8",="46+11",="48+10",7,27,30,="66+18",="65+16"
"巨型蟑螂",1007,14,10,25,0,0,皮包骨,-4,-3,-3,-3,-4,-8,47,="12+5",="16+6",="26+9",3,12,9,="36+12",="14+10"
"恶魔学者",1008,36,10,0,0,0,标准,2,0,-2,1,3,0,107,="17+7",="26+11",="33+10",2,13,22,="70+20",="37+17"
"沃瓦的狗王德瓦",1009,44,10,0,0,0,标准,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"金天使",1010,50,50,120,0,0,标准,3,1,3,4,2,4,103,="45+15",="45+12",="44+10",7,34,35,="70+21",="67+14"
"银天使",1011,30,20,50,0,0,标准,3,1,3,4,2,4,103,="45+15",="45+12",="44+10",7,34,35,="70+21",="67+14"
"地缚灵",1012,8,0,0,0,0,标准,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"罗兰度",1013,38,40,0,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"维加(M. Bison)",1014,40,10,0,0,0,标准,2,-1,-2,3,1,2,100,="45+15",="34+10",="36+10",5,32,34,="64+18",="60+18"
"大浦洞",1015,50,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"蜘蛛炸弹",1016,20,10,50,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"炸弹蚊",1017,1,10,50,0,0,皮包骨,2,-4,-4,0,0,-4,48,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"世纪末霸主拉奥",1018,62,13,0,0,0,武僧,2,0,2,4,3,2,102,="47+15",="32+10",="37+10",4,32,31,="74+18",="63+18"
"拉奥的爱马黑王号",1019,40,20,100,0,0,马,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"库塔熊",1020,5,0,0,0,0,标准,-2,-2,-2,0,0,-1,95,="13+5",="21+6",="33+9",6,10,8,="46+12",="16+10"
"航海士娜美",1021,8,10,0,0,0,标准,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"赛亚人那巴",1022,50,15,0,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"手榴弹",1023,38,20,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"盗贼宗师",1024,46,20,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",14,35,38,="70+21",="75+14"
"冥河摆渡人卡戎",1025,47,10,0,0,0,标准,4,2,-2,0,1,4,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"老术士",1026,69,20,0,0,0,标准,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"熊王赤盔",1027,25,10,100,0,0,熊,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"狂熊",1028,15,0,35,0,0,熊,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"小恶魔",1029,20,5,0,0,0,标准,1,0,-2,4,2,0,99,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"南蛮王孟获",1030,18,0,0,0,0,标准,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"黄金瓦哈人",1031,85,20,200,0,0,武僧,14,-1,0,0,8,7,138,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"黛薇夫人",1032,51,10,0,0,0,标准,6,-3,-2,0,3,0,107,="23+12",="23+9",="34+12",-1,15,10,="80+30",="19+6"
"亵渎者",1033,58,10,120,0,0,甲虫,6,-4,-4,-2,6,2,129,="19+12",="13+7",="29+10",0,15,11,="95+23",="20+15"
"迷宫牛头怪",1034,35,15,0,0,0,牛头怪,6,-1,-1,0,4,3,110,="27+12",="27+9",="36+12",-1,14,9,="80+30",="19+6"
"活体盔甲",1035,26,-5,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"陷阱大师",1036,28,15,0,0,0,标准,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"圣殿骑士",1037,52,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"圣武士",1038,20,0,0,0,0,标准,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"游侠",1039,20,0,0,0,0,标准,2,0,2,1,1,0,106,="30+8",="37+11",="36+10",3,24,26,="56+18",="50+16"
"变色龙",1040,20,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"变色龙领主",1041,45,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"独角鲸",1042,40,20,100,0,0,鱼,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"宠物店",1043,54,10,130,0,0,巨鸟,3,1,0,5,4,2,100,="49+15",="37+10",="39+10",7,35,37,="79+18",="67+18"
"白鳄鱼",1044,26,5,40,0,0,鳄鱼,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"解离漩涡",1045,65,30,80,0,0,漩涡7,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"黑子乌尔方",1046,34,10,0,0,0,标准,2,3,1,5,3,1,100,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"黄玉武僧",1047,35,10,0,0,0,武僧,2,-1,-2,3,1,2,100,="45+15",="34+10",="36+10",5,32,34,="64+18",="60+18"
"石龙",1048,45,0,170,0,0,龙,13,-19,-18,2,7,7,154,="-105+0",="-997+0",="-199+0",-102,-99,-92,="145+50",="-2000+0"
"钢龙",1049,55,10,200,0,0,龙,13,-19,-18,2,7,7,176,="-105+0",="-997+0",="-199+0",-102,-99,-92,="145+50",="-2000+0"
"泰坦阿特拉斯",1050,76,15,0,0,0,标准,15,-1,0,-3,8,6,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"泰坦之主克罗诺斯",1051,87,15,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"空鬼",1052,29,10,0,0,0,标准,1,5,1,3,-2,4,101,="35+7",="43+10",="46+10",5,26,28,="51+18",="56+15"
"学徒心灵塑师",1053,4,0,0,0,0,标准,-1,0,3,-1,-1,2,84,="30+10",="33+11",="38+10",3,22,26,="48+12",="40+17"
"学徒心灵塑师",1054,6,0,0,0,0,标准,-1,0,3,-1,-1,2,84,="30+10",="33+11",="38+10",3,22,26,="48+12",="40+17"
"心灵塑师",1055,22,0,0,0,0,标准,0,2,5,1,2,2,99,="34+10",="36+11",="41+10",5,25,29,="63+12",="47+17"
"心灵塑师大师",1056,40,10,0,0,0,标准,0,2,5,1,2,2,99,="34+10",="36+11",="41+10",5,25,29,="63+12",="47+17"
"食人魔兽人",1057,16,0,0,0,0,标准,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"长者吸血鬼",1058,54,10,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"伊克人总统诺波塔·克希塔",1059,0,-1,0,0,0,标准,-4,0,-3,0,-4,-7,86,="17+5",="21+6",="34+9",4,17,17,="41+12",="16+10"
"森巨魔",1060,0,-1,15,0,0,标准,2,-5,-2,-4,1,-5,100,="10+5",="12+6",="23+9",-1,11,7,="66+12",="13+10"
"恐龙巴尼",1061,29,10,90,0,0,爬行动物,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"流浪者格鲁",1062,33,10,0,0,0,标准,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"虱子王劳西",1063,9,20,0,0,0,标准,-2,-1,-1,-1,-2,-3,94,="15+5",="18+6",="28+9",1,12,12,="46+12",="19+10"
"时空巨龙",1064,72,20,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"地藏章鱼",1065,30,0,30,0,0,章鱼,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"胆汁巨龙",1066,54,12,150,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"狸猫",1067,24,10,5,0,0,马,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"混沌踢门团玩家狄俄尼索斯",1068,55,44,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"沃肯",1069,55,15,0,0,0,标准,6,-1,-1,0,4,3,110,="27+12",="27+9",="36+12",-1,14,9,="80+30",="19+6"
"深渊亚龙",1070,15,5,50,0,0,巨型蠕虫,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"光耀卡甫",1071,15,5,60,0,0,马,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"半兽人队长毛胡尔",1072,12,0,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"孟获之弟孟优",1073,12,0,0,0,0,标准,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"火神化身祝融夫人",1074,14,5,0,0,0,标准,2,2,-1,1,0,1,105,="30+7",="36+10",="34+10",2,18,26,="56+18",="50+15"
"南蛮洞主带来洞主",1075,10,0,0,0,0,标准,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"南蛮大王朵思大王",1076,11,0,0,0,0,标准,-1,-3,3,-1,0,2,100,="25+7",="28+11",="40+12",2,16,18,="48+13",="35+11"
"南蛮大王木鹿大王",1077,16,0,0,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"南蛮大王兀突骨",1078,17,0,0,0,0,标准,8,-4,-4,0,5,1,124,="19+12",="13+7",="28+10",-1,13,7,="95+30",="55+30"
"隐形粉红独角兽",1079,67,30,123,0,0,独角兽,4,-3,5,1,4,5,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"飞天面条神怪",1080,70,15,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"驯鹿",1081,50,20,100,0,0,马,6,-3,-3,3,4,2,120,="35+12",="16+7",="34+10",1,13,12,="75+30",="58+30"
"死亡野兽",1082,45,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"终极魔导士",1083,79,20,0,0,0,标准,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"死神镰刀",1084,70,40,0,0,0,死亡之剑,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"法术扭曲自动机",1085,80,0,200,0,0,标准,8,-7,-7,0,6,1,144,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"杰作法术扭曲自动机塔洛斯",1086,90,5,250,0,0,武僧,9,-7,-7,-3,7,2,138,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"冬贝利",1087,80,0,0,0,0,标准,8,-2,-4,-2,7,1,124,="20+12",="15+7",="34+10",2,12,7,="90+30",="48+30"
"忍者冬贝利",1088,80,15,0,0,0,标准,4,-1,-3,-1,7,2,108,="40+15",="21+10",="39+10",9,46,37,="90+25",="28+11"
"冬贝利大师",1089,80,10,0,0,0,标准,5,-1,-3,-3,5,2,111,="15+7",="22+10",="35+10",3,16,21,="72+14",="56+25"
"巨龙宝库",1090,30,5,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"时间学徒",1091,15,6,0,0,0,标准,-1,0,3,-1,-1,0,96,="25+7",="35+11",="35+10",2,16,18,="48+13",="20+13"
"时空法师",1092,40,20,0,0,0,标准,0,1,4,0,0,1,96,="27+7",="37+11",="36+10",1,16,15,="58+13",="23+13"
"时空勇士",1093,60,40,0,0,0,标准,0,2,5,1,2,0,96,="29+7",="38+11",="38+10",4,19,21,="63+13",="27+13"
"变体维护者",1094,14,10,0,0,0,标准,1,0,-2,4,2,0,99,="42+15",="38+12",="35+10",6,31,34,="65+21",="57+14"
"猴子克隆体",1095,127,0,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"奥林匹斯之王宙斯",1096,90,27,0,0,0,标准,9,5,3,1,5,6,126,="25+7",="39+10",="35+10",0,19,24,="81+18",="50+15"
"海与风暴之主波塞冬",1097,88,18,0,0,0,标准,7,0,1,0,4,7,118,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"冥王哈迪斯",1098,88,20,0,0,0,标准,9,-1,0,-2,9,7,145,="20+12",="21+7",="33+10",0,17,14,="95+23",="20+15"
"智慧女神雅典娜",1099,86,20,0,0,0,标准,4,-2,8,-3,3,8,110,="20+7",="31+11",="41+12",0,17,16,="73+13",="35+11"
"战神阿瑞斯",1100,86,25,250,0,0,标准,11,-1,3,-2,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"信使神赫尔墨斯",1101,86,45,0,0,0,标准,6,2,1,8,3,4,110,="40+15",="40+12",="37+10",10,33,32,="85+21",="60+14"
"太阳神阿波罗",1102,86,20,0,0,0,标准,4,-2,8,-3,3,8,110,="20+7",="31+11",="41+12",0,17,16,="73+13",="35+11"
"月亮女神阿尔忒弥斯",1103,86,20,0,0,0,标准,7,1,6,-1,4,3,116,="25+8",="40+11",="37+10",1,25,24,="81+18",="50+16"
"锻造神赫菲斯托斯",1104,86,25,200,0,0,标准,13,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"众神之后赫拉",1105,89,20,0,0,0,标准,4,-2,9,-3,3,9,110,="20+7",="31+11",="41+12",0,17,16,="73+13",="35+11"
"自然女神德墨忒尔",1106,86,20,0,0,0,标准,6,0,1,-1,3,8,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"爱神阿佛洛狄忒",1107,86,20,0,0,0,标准,6,0,1,-1,3,12,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"半兽人挖掘者",1108,19,0,0,0,0,标准,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"爆炸蚁",1109,36,5,49,0,0,蚂蚁,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"散失金属史莱姆",1110,80,80,10000,0,0,巴布,-3,4,2,6,-2,-1,9,="55+15",="43+12",="42+10",9,42,34,="48+21",="60+14"
"亚瑟·潘德拉贡",1111,32,10,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"兰斯洛特爵士",1112,30,15,0,0,0,标准,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"高文爵士",1113,29,12,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"加拉哈德爵士",1114,28,14,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"加雷斯爵士",1115,28,10,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"凯爵士",1116,22,7,0,0,0,标准,2,-3,1,0,2,2,110,="20+7",="24+10",="34+11",1,12,12,="68+21",="40+18"
"卡梅洛特骑士",1117,26,10,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"摩根勒菲",1118,35,12,0,0,0,标准,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"莫德雷德",1119,32,12,0,0,0,标准,-4,3,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"恐惧大师",1120,29,10,0,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"恐惧领主",1121,65,25,0,0,0,标准,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"寻水兽",1122,35,15,90,0,0,寻水兽,3,-1,3,2,5,2,110,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"高等恶魔隐伏怪",1123,71,10,0,0,0,克尔苏格,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"岩石巨人",1124,40,5,100,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
